report_id,timestamp,site,site_type,area,latitude,longitude,shift,worker_id,role,hazard_type,severity,ppe_compliant,near_miss,injury,resolved,time_to_close_hours,risk_score,equipment_id,temperature_c,visibility_m
RPT10142,2025-06-01 12:46:51.452014,Mill Complex,processing,Mill Floor,50.205768,-114.200978,Day,WKR2834,Processing Technician,Equipment Interference,4,False,0,0,True,164.02,98,EQ216,21.7,19.3
RPT10143,2025-08-16 10:57:51.452014,Mill Complex,processing,Shaft 2,50.189809,-114.221027,Day,WKR2393,Processing Technician,Equipment Interference,2,False,0,0,True,5.97,60,EQ568,28.8,62.0
RPT10144,2025-06-11 14:28:51.452014,Lakeview Shaft,underground,Surface Pit,49.849591,-115.128657,Night,WKR4098,Safety Officer,Visibility,1,True,0,0,True,9.53,54,,31.1,-10.4
RPT10145,2025-09-11 12:28:51.452014,Mill Complex,processing,Shaft 1,50.201754,-114.198644,Day,WKR1541,Geologist,Ergonomics,1,False,1,0,False,,67,,24.3,57.5
RPT10146,2025-09-24 17:02:51.452014,Lakeview Shaft,underground,Crusher,49.83615,-115.135542,Night,WKR9044,Logistics,Equipment Interference,5,True,0,0,True,138.99,100,EQ562,34.5,24.5
RPT10147,2025-07-03 08:54:51.452014,Lakeview Shaft,underground,Shaft 1,49.860545,-115.120616,Night,WKR4875,Operator,Ground Instability,3,True,0,0,True,35.06,74,,23.8,-6.3
RPT10148,2025-09-10 14:42:51.452014,Mill Complex,processing,Surface Pit,50.207667,-114.178873,Day,WKR5451,Operator,Ground Instability,1,False,1,0,True,2.73,63,,28.3,34.4
RPT10149,2025-07-03 23:20:51.452014,North Ridge Mine,underground,Crusher,50.111275,-114.00085,Night,WKR6967,Supervisor,Equipment Interference,3,False,0,0,True,18.42,90,EQ855,27.5,20.4
RPT10150,2025-09-03 12:25:51.452014,Surface Operations,surface,Loading Bay,50.037463,-114.286286,Day,WKR7784,Logistics,Slip/Trip,2,True,0,0,True,3.15,46,,20.0,51.7
RPT10151,2025-06-24 19:24:51.452014,North Ridge Mine,underground,Shaft 2,50.124383,-114.005952,Evening,WKR6498,Supervisor,Ground Instability,1,True,0,0,True,4.23,38,,32.5,-2.2
RPT10152,2025-10-07 05:32:51.452014,Mill Complex,processing,Mill Floor,50.188496,-114.208059,Night,WKR5819,Operator,Ground Instability,2,True,0,0,True,7.86,58,,28.1,51.8
RPT10153,2025-08-20 05:47:51.452014,Lakeview Shaft,underground,Mill Floor,49.831242,-115.11709,Day,WKR4112,Operator,Equipment Interference,1,True,1,0,True,2.35,38,EQ435,28.7,-5.0
RPT10154,2025-09-01 19:41:51.452014,Mill Complex,processing,Crusher,50.185606,-114.199188,Evening,WKR8006,Operator,Other,1,True,0,0,True,1.25,47,,15.4,72.0
RPT10155,2025-09-29 21:26:51.452014,Mill Complex,processing,Maintenance Bay,50.187719,-114.180761,Day,WKR1817,Operator,Other,3,True,0,0,True,9.58,68,,16.4,70.8
RPT10156,2025-10-08 09:01:51.452014,Surface Operations,surface,Loading Bay,50.064946,-114.301974,Evening,WKR9017,Engineer,Equipment Interference,2,True,0,0,False,,32,EQ569,22.5,50.5
RPT10157,2025-10-12 21:48:51.452014,Mill Complex,processing,Surface Pit,50.196132,-114.205342,Evening,WKR4166,Logistics,Other,4,True,0,0,False,,98,,16.3,46.8
RPT10158,2025-07-12 08:48:51.452014,Mill Complex,processing,Maintenance Bay,50.191567,-114.192801,Day,WKR2513,Processing Technician,Ergonomics,2,True,1,0,True,14.24,64,,23.4,41.9
RPT10159,2025-10-10 18:37:51.452014,North Ridge Mine,underground,Surface Pit,50.11217,-114.02137,Day,WKR2729,Logistics,Slip/Trip,4,True,0,0,False,,87,,36.1,46.0
RPT10160,2025-09-13 16:37:51.452014,Mill Complex,processing,Shaft 2,50.19372,-114.199081,Day,WKR2195,Processing Technician,Equipment Interference,1,True,0,0,True,3.95,29,EQ303,20.9,66.5
RPT10161,2025-07-20 18:16:51.452014,Lakeview Shaft,underground,Surface Pit,49.851404,-115.122072,Day,WKR8027,Operator,Slip/Trip,1,True,0,0,True,4.75,35,,27.1,6.1
RPT10162,2025-08-06 19:09:51.452014,Mill Complex,processing,Shaft 2,50.195287,-114.188848,Day,WKR8479,Operator,Equipment Interference,1,True,0,0,True,1.29,49,EQ800,22.2,51.4
RPT10163,2025-11-18 10:58:51.452014,Mill Complex,processing,Shaft 1,50.180739,-114.198355,Evening,WKR7735,Safety Officer,Equipment Interference,2,True,0,0,True,6.15,51,EQ746,24.4,48.1
RPT10164,2025-07-30 05:22:51.452014,North Ridge Mine,underground,Crusher,50.113318,-114.028872,Evening,WKR9830,Supervisor,Electrical,1,True,0,0,False,,44,EQ801,30.7,22.0
RPT10165,2025-09-06 16:17:51.452014,Mill Complex,processing,Conveyor,50.189915,-114.201022,Day,WKR3175,Logistics,Equipment Interference,1,True,1,0,True,5.39,49,EQ402,20.7,56.4
RPT10166,2025-11-02 11:43:51.452014,Surface Operations,surface,Surface Pit,50.047533,-114.304695,Night,WKR7621,Engineer,Other,2,True,1,0,False,,52,,13.5,55.7
RPT10167,2025-06-09 01:37:51.452014,Surface Operations,surface,Shaft 2,50.045428,-114.303546,Night,WKR7001,Safety Officer,Slip/Trip,2,True,0,0,True,11.19,50,,30.5,57.2
RPT10168,2025-06-04 14:08:51.452014,Lakeview Shaft,underground,Surface Pit,49.853637,-115.129621,Evening,WKR1958,Operator,Equipment Interference,1,True,0,0,True,1.38,44,EQ903,25.2,-21.0
RPT10169,2025-06-23 15:02:51.452014,Surface Operations,surface,Shaft 1,50.038451,-114.281,Night,WKR5875,Safety Officer,Ground Instability,2,True,1,0,True,3.58,68,,20.6,47.7
RPT10170,2025-06-18 21:40:51.452014,North Ridge Mine,underground,Crusher,50.10545,-114.028854,Night,WKR1610,Supervisor,Slip/Trip,2,True,0,0,True,3.14,61,,34.7,-15.0
RPT10171,2025-11-16 12:03:51.452014,Mill Complex,processing,Shaft 2,50.202249,-114.186241,Evening,WKR2390,Maintenance,Ground Instability,1,True,0,0,True,3.69,62,,20.2,44.5
RPT10172,2025-09-27 13:17:51.452014,Lakeview Shaft,underground,Shaft 2,49.829668,-115.123854,Evening,WKR7932,Maintenance,Visibility,1,False,1,0,True,2.94,63,,28.8,-4.7
RPT10173,2025-06-03 22:48:51.452014,Mill Complex,processing,Surface Pit,50.191004,-114.188201,Night,WKR5876,Engineer,Ground Instability,1,True,0,0,False,,43,,20.5,54.6
RPT10174,2025-10-24 13:30:51.452014,Mill Complex,processing,Shaft 2,50.205762,-114.197734,Evening,WKR5229,Operator,Equipment Interference,3,True,0,0,True,12.3,62,EQ734,16.8,39.8
RPT10175,2025-10-15 18:17:51.452014,Lakeview Shaft,underground,Crusher,49.845096,-115.126656,Night,WKR8584,Logistics,Other,1,False,1,0,True,6.09,64,,26.7,22.4
RPT10176,2025-11-09 14:34:51.452014,Mill Complex,processing,Loading Bay,50.1949,-114.190423,Day,WKR4439,Maintenance,Slip/Trip,4,True,0,0,True,130.47,74,,18.4,49.7
RPT10177,2025-06-20 09:27:51.452014,Lakeview Shaft,underground,Conveyor,49.84304,-115.117148,Night,WKR8575,Processing Technician,Equipment Interference,2,True,0,0,True,21.97,45,EQ552,27.3,30.1
RPT10178,2025-06-09 15:22:51.452014,Mill Complex,processing,Surface Pit,50.186653,-114.206341,Night,WKR9202,Maintenance,Ergonomics,1,True,0,0,False,,46,,24.4,76.2
RPT10179,2025-10-03 05:32:51.452014,Mill Complex,processing,Crusher,50.209075,-114.208339,Night,WKR2093,Processing Technician,Visibility,1,True,0,0,True,5.03,40,,23.8,36.6
RPT10180,2025-10-30 15:36:51.452014,Mill Complex,processing,Mill Floor,50.202816,-114.194539,Day,WKR9111,Maintenance,Environmental,2,False,1,0,True,8.27,76,,23.6,50.1
RPT10181,2025-06-23 06:34:51.452014,Mill Complex,processing,Loading Bay,50.210886,-114.20381,Evening,WKR2887,Engineer,Electrical,1,True,1,0,True,3.49,41,EQ884,26.3,43.4
RPT10182,2025-06-21 18:59:51.452014,Mill Complex,processing,Shaft 2,50.201686,-114.194236,Night,WKR6987,Operator,Electrical,4,True,0,0,True,23.08,85,EQ340,24.3,60.4
RPT10183,2025-11-07 02:44:51.452014,Mill Complex,processing,Shaft 2,50.189164,-114.20397,Day,WKR4423,Logistics,Ergonomics,2,True,1,0,True,8.83,56,,18.4,38.3
RPT10184,2025-10-20 06:48:51.452014,Surface Operations,surface,Conveyor,50.047928,-114.312902,Day,WKR6122,Engineer,Environmental,3,True,0,0,False,,69,,25.2,36.9
RPT10185,2025-10-25 08:55:51.452014,Lakeview Shaft,underground,Crusher,49.835849,-115.113564,Day,WKR5881,Processing Technician,Environmental,1,True,0,0,False,,38,,31.4,7.3
RPT10186,2025-07-10 07:38:51.452014,North Ridge Mine,underground,Mill Floor,50.11577,-114.021185,Day,WKR5193,Maintenance,Slip/Trip,1,True,0,0,True,4.78,37,,30.4,13.0
RPT10187,2025-09-27 02:48:51.452014,Lakeview Shaft,underground,Crusher,49.823132,-115.129037,Day,WKR7312,Engineer,Other,4,True,0,0,True,73.68,78,,28.7,6.9
RPT10188,2025-08-18 06:53:51.452014,Mill Complex,processing,Conveyor,50.199529,-114.210923,Day,WKR6352,Safety Officer,Equipment Interference,1,True,1,0,True,3.09,50,EQ317,21.2,74.5
RPT10189,2025-11-09 01:55:51.452014,Surface Operations,surface,Loading Bay,50.039728,-114.290961,Day,WKR5517,Operator,Slip/Trip,2,True,0,0,True,13.98,42,,21.7,76.1
RPT10190,2025-08-04 06:18:51.452014,Surface Operations,surface,Maintenance Bay,50.064131,-114.290696,Day,WKR5195,Safety Officer,Ground Instability,1,True,0,0,True,2.51,36,,24.2,63.9
RPT10191,2025-08-02 07:41:51.452014,Mill Complex,processing,Maintenance Bay,50.197411,-114.196564,Evening,WKR1110,Processing Technician,Electrical,1,True,1,0,True,2.09,41,EQ125,26.1,68.3
RPT10192,2025-11-04 12:38:51.452014,Lakeview Shaft,underground,Crusher,49.833257,-115.119243,Night,WKR2878,Geologist,Equipment Interference,5,False,0,0,True,188.32,100,EQ182,30.8,20.6
RPT10193,2025-09-03 18:48:51.452014,Surface Operations,surface,Mill Floor,50.058112,-114.319438,Night,WKR8531,Operator,Environmental,2,True,0,0,True,11.64,78,,26.6,43.8
RPT10194,2025-08-30 09:14:51.452014,Mill Complex,processing,Conveyor,50.204005,-114.201056,Day,WKR5668,Engineer,Equipment Interference,1,True,1,0,True,4.48,38,EQ402,20.5,64.3
RPT10195,2025-06-06 18:16:51.452014,Mill Complex,processing,Shaft 2,50.198838,-114.207169,Evening,WKR3668,Operator,Other,5,True,0,0,True,128.89,99,,21.9,34.8
RPT10196,2025-09-27 13:29:51.452014,North Ridge Mine,underground,Loading Bay,50.11414,-114.004484,Day,WKR4879,Processing Technician,Visibility,5,False,0,0,False,,100,,22.7,48.0
RPT10197,2025-07-02 20:15:51.452014,Lakeview Shaft,underground,Surface Pit,49.840287,-115.137628,Night,WKR1282,Safety Officer,Other,1,True,0,0,False,,47,,33.6,2.4
RPT10198,2025-09-17 07:01:51.452014,Lakeview Shaft,underground,Mill Floor,49.852815,-115.139204,Day,WKR7386,Operator,Equipment Interference,2,True,1,0,True,20.04,58,EQ987,31.6,-3.2
RPT10199,2025-10-17 20:13:51.452014,North Ridge Mine,underground,Loading Bay,50.145461,-114.018298,Evening,WKR2687,Supervisor,Slip/Trip,3,True,0,0,True,36.9,87,,34.1,-16.0
RPT10200,2025-09-14 18:18:51.452014,Lakeview Shaft,underground,Surface Pit,49.851846,-115.113782,Evening,WKR7500,Maintenance,Ground Instability,3,False,0,0,True,13.45,74,,34.3,15.6
RPT10201,2025-08-16 10:42:51.452014,Surface Operations,surface,Loading Bay,50.049927,-114.296781,Night,WKR8430,Operator,Slip/Trip,2,True,0,0,True,3.47,67,,18.7,46.0
RPT10202,2025-06-15 07:27:51.452014,Surface Operations,surface,Loading Bay,50.038682,-114.302164,Night,WKR8551,Operator,Chemical,2,True,0,0,True,4.86,47,,23.2,31.8
RPT10203,2025-10-05 11:45:51.452014,Mill Complex,processing,Surface Pit,50.187781,-114.201703,Evening,WKR9697,Maintenance,Ground Instability,3,True,0,0,True,13.72,54,,20.7,49.4
RPT10204,2025-08-18 20:12:51.452014,Lakeview Shaft,underground,Loading Bay,49.838775,-115.128938,Day,WKR4742,Geologist,Ergonomics,1,True,0,0,True,3.88,53,,35.3,0.7
RPT10205,2025-10-01 03:36:51.452014,North Ridge Mine,underground,Mill Floor,50.106217,-114.01467,Evening,WKR5067,Operator,Slip/Trip,1,True,1,0,True,3.71,50,,26.5,29.6
RPT10206,2025-08-22 20:00:51.452014,Surface Operations,surface,Shaft 2,50.060969,-114.288108,Day,WKR4033,Engineer,Electrical,1,True,0,0,True,3.29,37,EQ790,15.3,34.3
RPT10207,2025-09-21 14:37:51.452014,Lakeview Shaft,underground,Surface Pit,49.845256,-115.121218,Day,WKR1968,Supervisor,Ground Instability,4,True,0,0,False,,93,,28.0,4.4
RPT10208,2025-08-30 19:43:51.452014,Surface Operations,surface,Surface Pit,50.052652,-114.3002,Evening,WKR8724,Operator,Chemical,3,False,0,0,True,20.96,80,,22.9,64.4
RPT10209,2025-06-05 14:55:51.452014,Surface Operations,surface,Surface Pit,50.054521,-114.305962,Night,WKR8316,Maintenance,Electrical,4,True,0,0,True,73.91,65,EQ192,22.8,61.3
RPT10210,2025-06-11 10:05:51.452014,Lakeview Shaft,underground,Loading Bay,49.861984,-115.126004,Evening,WKR2102,Operator,Visibility,3,True,0,0,True,19.83,70,,26.8,19.3
RPT10211,2025-10-01 23:34:51.452014,Lakeview Shaft,underground,Mill Floor,49.848233,-115.129173,Day,WKR5435,Operator,Electrical,4,False,0,0,True,63.89,90,EQ274,34.8,2.9
RPT10212,2025-11-15 10:55:51.452014,Surface Operations,surface,Shaft 2,50.038674,-114.303924,Day,WKR6789,Maintenance,Electrical,1,True,0,0,True,3.64,42,EQ627,19.4,46.0
RPT10213,2025-06-08 15:14:51.452014,Mill Complex,processing,Crusher,50.198441,-114.212485,Day,WKR5323,Processing Technician,Chemical,2,True,0,0,True,12.98,44,,21.4,48.5
RPT10214,2025-11-17 00:21:51.452014,Mill Complex,processing,Maintenance Bay,50.207899,-114.196258,Day,WKR3002,Operator,Environmental,1,True,0,0,False,,33,,25.2,42.6
RPT10215,2025-07-02 03:24:51.452014,North Ridge Mine,underground,Loading Bay,50.126282,-114.004136,Day,WKR5624,Processing Technician,Other,1,False,0,0,True,1.25,54,,30.3,4.3
RPT10216,2025-11-22 02:28:51.452014,Surface Operations,surface,Mill Floor,50.041106,-114.300173,Day,WKR2555,Supervisor,Environmental,3,True,0,0,True,13.49,68,,16.0,36.9
RPT10217,2025-07-20 03:25:51.452014,North Ridge Mine,underground,Conveyor,50.1204,-114.035097,Evening,WKR6344,Maintenance,Other,1,True,0,0,False,,54,,33.3,7.8
RPT10218,2025-09-08 20:34:51.452014,Mill Complex,processing,Shaft 1,50.225836,-114.202412,Evening,WKR3923,Operator,Fire/Explosion,1,True,0,0,True,5.5,45,EQ229,20.2,39.6
RPT10219,2025-10-23 22:31:51.452014,North Ridge Mine,underground,Shaft 2,50.119441,-114.017631,Day,WKR9550,Supervisor,Visibility,1,True,1,0,True,2.68,57,,30.0,2.2
RPT10220,2025-08-27 21:09:51.452014,Lakeview Shaft,underground,Crusher,49.841111,-115.134995,Evening,WKR3177,Supervisor,Visibility,5,True,0,0,True,87.26,81,,35.4,18.3
RPT10221,2025-08-31 13:27:51.452014,Surface Operations,surface,Crusher,50.04587,-114.290643,Evening,WKR2936,Operator,Visibility,2,False,0,0,True,5.66,62,,24.6,58.4
RPT10222,2025-08-24 08:24:51.452014,Mill Complex,processing,Mill Floor,50.199295,-114.19421,Night,WKR5995,Engineer,Ground Instability,1,True,0,0,True,5.96,36,,24.2,48.4
RPT10223,2025-06-15 16:00:51.452014,North Ridge Mine,underground,Crusher,50.130523,-114.007345,Day,WKR1103,Engineer,Slip/Trip,1,False,1,0,False,,39,,24.4,14.0
RPT10224,2025-10-11 20:05:51.452014,North Ridge Mine,underground,Shaft 1,50.125031,-114.00276,Day,WKR3229,Supervisor,Chemical,1,True,0,0,True,4.62,44,,33.0,-0.1
RPT10225,2025-10-19 02:50:51.452014,Surface Operations,surface,Loading Bay,50.064232,-114.314995,Night,WKR9958,Processing Technician,Slip/Trip,2,True,0,0,True,7.29,59,,25.1,52.4
RPT10226,2025-07-13 16:19:51.452014,Lakeview Shaft,underground,Maintenance Bay,49.851239,-115.132194,Night,WKR8518,Supervisor,Slip/Trip,3,True,0,0,False,,68,,28.0,-3.7
RPT10227,2025-10-13 23:20:51.452014,Lakeview Shaft,underground,Surface Pit,49.843134,-115.111108,Evening,WKR3615,Operator,Ground Instability,2,False,0,0,True,3.4,72,,30.9,1.1
RPT10228,2025-10-14 14:46:51.452014,Surface Operations,surface,Mill Floor,50.071419,-114.316799,Day,WKR3735,Engineer,Environmental,2,True,0,0,True,8.76,61,,24.1,44.8
RPT10229,2025-05-28 04:36:51.452014,North Ridge Mine,underground,Surface Pit,50.11159,-114.029632,Day,WKR8651,Supervisor,Slip/Trip,2,True,0,0,True,8.09,51,,24.2,11.0
RPT10230,2025-10-10 19:25:51.452014,Surface Operations,surface,Crusher,50.046385,-114.308074,Day,WKR3481,Engineer,Other,1,True,1,0,True,3.23,51,,19.6,29.1
RPT10231,2025-10-03 11:38:51.452014,Mill Complex,processing,Shaft 1,50.210479,-114.193829,Night,WKR7646,Maintenance,Electrical,3,True,0,0,True,24.92,76,EQ640,17.9,60.8
RPT10232,2025-06-30 05:07:51.452014,Mill Complex,processing,Shaft 2,50.197136,-114.2172,Day,WKR8994,Geologist,Visibility,3,True,0,0,True,17.27,84,,25.4,52.6
RPT10233,2025-06-21 15:47:51.452014,North Ridge Mine,underground,Shaft 2,50.106225,-114.020757,Day,WKR9201,Operator,Equipment Interference,2,True,1,0,True,5.38,31,EQ164,33.3,7.1
RPT10234,2025-09-21 13:04:51.452014,Lakeview Shaft,underground,Shaft 1,49.844389,-115.12161,Night,WKR1005,Engineer,Environmental,1,False,0,0,True,5.73,63,,32.1,-1.8
RPT10235,2025-06-21 03:13:51.452014,Lakeview Shaft,underground,Loading Bay,49.833557,-115.122053,Night,WKR4767,Logistics,Ergonomics,2,True,0,0,True,9.74,66,,29.0,17.6
RPT10236,2025-11-01 09:23:51.452014,North Ridge Mine,underground,Crusher,50.105532,-114.031025,Day,WKR3735,Operator,Equipment Interference,3,False,0,0,True,32.57,96,EQ515,26.2,4.4
RPT10237,2025-10-02 15:16:51.452014,North Ridge Mine,underground,Crusher,50.116047,-114.020423,Night,WKR6334,Processing Technician,Ergonomics,2,True,0,0,True,8.12,46,,25.6,14.0
RPT10238,2025-06-02 13:32:51.452014,Lakeview Shaft,underground,Conveyor,49.85125,-115.138155,Night,WKR2041,Engineer,Visibility,2,True,0,0,False,,59,,28.2,17.9
RPT10239,2025-09-28 19:39:51.452014,Lakeview Shaft,underground,Loading Bay,49.836406,-115.114778,Day,WKR8514,Operator,Slip/Trip,1,True,1,0,True,4.14,28,,29.1,16.4
RPT10240,2025-09-09 18:20:51.452014,Mill Complex,processing,Shaft 1,50.199421,-114.200884,Night,WKR8639,Engineer,Slip/Trip,5,True,0,0,True,350.19,100,,15.0,59.7
RPT10241,2025-11-16 00:59:51.452014,North Ridge Mine,underground,Loading Bay,50.134458,-114.026113,Night,WKR4855,Processing Technician,Fire/Explosion,2,True,0,0,True,7.67,82,EQ903,28.9,17.5
RPT10242,2025-09-03 11:23:51.452014,North Ridge Mine,underground,Conveyor,50.1187,-114.018736,Day,WKR4246,Operator,Environmental,3,True,0,0,True,22.9,72,,29.1,-22.1
RPT10243,2025-10-16 02:56:51.452014,North Ridge Mine,underground,Maintenance Bay,50.119077,-114.0097,Day,WKR5869,Maintenance,Equipment Interference,2,True,0,0,False,,52,EQ555,27.6,14.7
RPT10244,2025-10-18 00:11:51.452014,Surface Operations,surface,Conveyor,50.056564,-114.296762,Day,WKR2458,Logistics,Visibility,3,True,0,0,True,29.47,50,,24.3,58.6
RPT10245,2025-08-28 02:03:51.452014,Surface Operations,surface,Crusher,50.043152,-114.314511,Night,WKR3119,Maintenance,Ground Instability,1,True,1,0,False,,55,,21.5,37.3
RPT10246,2025-08-28 16:11:51.452014,Lakeview Shaft,underground,Loading Bay,49.847272,-115.139693,Evening,WKR2566,Operator,Ground Instability,1,True,0,0,True,3.44,50,,28.8,19.2
RPT10247,2025-09-23 03:51:51.452014,North Ridge Mine,underground,Crusher,50.12296,-114.015592,Day,WKR1256,Processing Technician,Ground Instability,2,True,1,0,True,4.17,43,,32.3,21.4
RPT10248,2025-09-08 04:26:51.452014,North Ridge Mine,underground,Mill Floor,50.123823,-114.013288,Evening,WKR6203,Operator,Other,2,True,0,0,True,4.42,65,,30.3,4.4
RPT10249,2025-08-30 06:33:51.452014,Surface Operations,surface,Crusher,50.043045,-114.309802,Day,WKR5250,Logistics,Other,2,True,0,0,True,8.32,59,,16.6,13.3
RPT10250,2025-07-05 04:17:51.452014,North Ridge Mine,underground,Shaft 2,50.125565,-114.017356,Evening,WKR8136,Supervisor,Electrical,1,True,0,0,True,8.14,40,EQ554,28.9,8.8
RPT10251,2025-09-15 19:59:51.452014,Mill Complex,processing,Conveyor,50.215266,-114.19489,Day,WKR4646,Maintenance,Electrical,5,True,0,1,True,170.66,85,EQ738,21.0,34.9
RPT10252,2025-10-03 15:15:51.452014,Mill Complex,processing,Shaft 2,50.190178,-114.193825,Night,WKR9646,Safety Officer,Ground Instability,4,True,0,0,True,80.9,83,,30.6,83.6
RPT10253,2025-09-04 15:39:51.452014,Mill Complex,processing,Conveyor,50.209619,-114.200668,Evening,WKR8508,Safety Officer,Environmental,1,True,0,0,True,1.98,54,,16.0,20.7
RPT10254,2025-11-13 16:17:51.452014,North Ridge Mine,underground,Surface Pit,50.102872,-114.03077,Evening,WKR4174,Engineer,Environmental,4,True,0,0,True,62.93,78,,28.3,-22.7
RPT10255,2025-06-22 01:43:51.452014,Lakeview Shaft,underground,Mill Floor,49.84885,-115.119502,Day,WKR3350,Supervisor,Chemical,2,True,0,0,True,6.02,49,,35.2,12.5
RPT10256,2025-06-21 17:31:51.452014,Surface Operations,surface,Crusher,50.058776,-114.303562,Day,WKR8874,Engineer,Visibility,1,True,1,0,True,5.78,33,,21.5,66.9
RPT10257,2025-07-19 00:01:51.452014,Surface Operations,surface,Maintenance Bay,50.051547,-114.312016,Day,WKR8381,Operator,Electrical,1,True,1,0,True,5.12,34,EQ349,18.5,76.5
RPT10258,2025-08-31 03:35:51.452014,North Ridge Mine,underground,Maintenance Bay,50.102263,-114.010355,Night,WKR3131,Supervisor,Equipment Interference,1,True,0,0,True,1.42,37,EQ422,30.6,24.2
RPT10259,2025-09-03 03:06:51.452014,Surface Operations,surface,Mill Floor,50.044175,-114.277062,Day,WKR4533,Operator,Slip/Trip,3,False,0,0,True,43.03,89,,23.2,64.3
RPT10260,2025-06-03 13:59:51.452014,Lakeview Shaft,underground,Mill Floor,49.853791,-115.125807,Evening,WKR7859,Engineer,Ground Instability,2,True,1,0,True,3.14,28,,31.3,0.7
RPT10261,2025-08-31 09:31:51.452014,Lakeview Shaft,underground,Surface Pit,49.860825,-115.125402,Evening,WKR7906,Maintenance,Visibility,3,True,0,0,True,32.32,60,,33.0,24.0
RPT10262,2025-10-16 17:51:51.452014,North Ridge Mine,underground,Crusher,50.119554,-114.021415,Night,WKR9477,Processing Technician,Visibility,2,False,1,0,True,9.6,47,,33.7,9.1
RPT10263,2025-10-21 02:53:51.452014,Surface Operations,surface,Conveyor,50.050592,-114.291946,Evening,WKR3446,Geologist,Other,1,True,0,0,False,,42,,29.2,54.7
RPT10264,2025-10-06 08:19:51.452014,Lakeview Shaft,underground,Surface Pit,49.829622,-115.118502,Day,WKR5046,Logistics,Environmental,1,True,1,0,True,5.53,25,,22.6,39.6
RPT10265,2025-10-31 22:22:51.452014,Mill Complex,processing,Maintenance Bay,50.193905,-114.20899,Night,WKR3786,Maintenance,Visibility,3,False,0,0,True,16.12,95,,24.6,22.8
RPT10266,2025-10-13 20:03:51.452014,Lakeview Shaft,underground,Crusher,49.832085,-115.122703,Day,WKR2705,Engineer,Slip/Trip,1,True,1,0,False,,38,,36.2,-9.4
RPT10267,2025-07-22 16:54:51.452014,North Ridge Mine,underground,Surface Pit,50.107667,-114.005943,Day,WKR5761,Maintenance,Chemical,4,False,0,0,True,57.69,86,,27.0,-9.6
RPT10268,2025-11-08 17:43:51.452014,Lakeview Shaft,underground,Loading Bay,49.846263,-115.128017,Night,WKR6356,Engineer,Electrical,2,True,0,0,True,13.19,78,EQ318,24.0,5.0
RPT10269,2025-09-14 01:46:51.452014,Surface Operations,surface,Loading Bay,50.047733,-114.298444,Day,WKR8595,Engineer,Environmental,1,True,1,0,True,3.9,44,,13.2,61.7
RPT10270,2025-11-02 08:57:51.452014,Lakeview Shaft,underground,Shaft 2,49.843181,-115.113207,Evening,WKR3253,Engineer,Slip/Trip,4,False,0,0,True,199.55,95,,34.3,10.8
RPT10271,2025-06-30 05:01:51.452014,North Ridge Mine,underground,Shaft 2,50.116707,-114.025277,Day,WKR1248,Safety Officer,Slip/Trip,3,True,0,0,False,,50,,31.1,14.2
RPT10272,2025-09-28 05:21:51.452014,Lakeview Shaft,underground,Mill Floor,49.854257,-115.124968,Night,WKR8820,Operator,Chemical,2,True,0,0,True,6.03,67,,28.5,25.9
RPT10273,2025-07-12 07:59:51.452014,Surface Operations,surface,Shaft 1,50.0343,-114.299179,Day,WKR2537,Safety Officer,Ergonomics,1,True,1,0,True,2.24,32,,26.6,25.6
RPT10274,2025-05-31 00:01:51.452014,North Ridge Mine,underground,Shaft 2,50.11434,-114.030982,Night,WKR8083,Maintenance,Other,3,True,0,0,True,32.58,75,,32.4,-3.3
RPT10275,2025-10-27 23:03:51.452014,Surface Operations,surface,Shaft 2,50.052067,-114.292326,Day,WKR5384,Operator,Other,1,True,1,0,True,2.46,68,,15.6,69.3
RPT10276,2025-10-28 12:36:51.452014,Mill Complex,processing,Shaft 1,50.19302,-114.19676,Evening,WKR8423,Operator,Environmental,5,True,0,0,True,148.77,99,,25.7,62.4
RPT10277,2025-09-22 07:00:51.452014,North Ridge Mine,underground,Loading Bay,50.127903,-114.007858,Night,WKR6279,Safety Officer,Environmental,2,True,0,0,True,4.78,49,,36.3,0.2
RPT10278,2025-09-13 13:41:51.452014,North Ridge Mine,underground,Surface Pit,50.101948,-114.014056,Night,WKR4675,Operator,Ergonomics,1,True,0,0,True,11.56,44,,23.9,-2.5
RPT10279,2025-07-11 14:15:51.452014,Surface Operations,surface,Surface Pit,50.042799,-114.306393,Day,WKR2588,Operator,Ergonomics,2,True,1,0,True,8.84,44,,22.3,55.3
RPT10280,2025-09-17 08:57:51.452014,North Ridge Mine,underground,Shaft 1,50.117165,-114.022141,Day,WKR3551,Safety Officer,Slip/Trip,3,True,0,0,True,15.47,67,,29.6,2.5
RPT10281,2025-08-20 16:35:51.452014,Mill Complex,processing,Shaft 1,50.218528,-114.180679,Evening,WKR8547,Geologist,Equipment Interference,3,True,0,0,False,,44,EQ370,20.2,53.1
RPT10282,2025-11-20 08:19:51.452014,North Ridge Mine,underground,Surface Pit,50.124528,-114.029827,Day,WKR2394,Operator,Slip/Trip,1,True,1,0,True,1.68,24,,23.6,26.6
RPT10283,2025-11-02 15:21:51.452014,North Ridge Mine,underground,Conveyor,50.130114,-114.031485,Night,WKR1396,Logistics,Equipment Interference,4,True,0,0,False,,79,EQ174,32.5,25.9
